shop_id,shop_name,address,menus,categories,facilities,awards
xt0E1EMKSKLxdO55Aqm1xA,스시이도 청담점,서울특별시 강남구 영동대로 715 지하1층(청담동),,"일식,해물,생선요리,스시,초밥,스시오마카세","주차,단체,무선인터넷,콜키지,대관",
fE10Mv8RxzNj_MlJ7I0Tew,오오키,서울특별시 강남구 논현로124길 27 1층 101호,,"일식,해물,생선요리,스시,초밥,스시오마카세","주차,예약금 0원 결제,콜키지,대관",
lS8acEqEROOKKSCX1sqTew,스시도,서울특별시 강남구 개포로 662 금산빌딩 101호,,"일식,해물,생선요리,스시,초밥,스시오마카세","노키즈존,장애인 편의시설,단체,무선인터넷,예약금 0원 결제,콜키지",
e3uLB5rBS35njufZ0hxNEA,스시카이신,서울특별시 강남구 도산대로100길 12 우리빌딩 (2층),,"일식,해물,생선요리,스시,초밥,스시오마카세","예약금 0원 결제,발렛,무선인터넷","[VJ특공대] ,소비쿠폰 사용 가능,모임 추천 맛집"
eocTF-aO8Chsyj0H_xTVBg,스시히로아키,서울특별시 강남구 도곡로3길 27 동일빌딩 지하 1층,,"일식,해물,생선요리,스시,초밥,스시오마카세","자동결제,예약금 0원 결제,노키즈존,콜키지,대관","강남 회식 맛집,첫 예약 할인"
hcaKJ-ZUCdk-r0HBwufP_g,스시유키,서울특별시 강남구 논현로164길 25 1층,,"일식,해물,생선요리,스시,초밥,스시오마카세","레터링,발렛,단체,무선인터넷,예약금 0원 결제,콜키지,대관",꽃 주문 서비스 
KCUgFdqw8EM-OnRthIY_pQ,스시사이토 쥬욘,서울특별시 강남구 압구정로75길 30 2층,,"일식,해물,생선요리,스시,초밥,스시오마카세","예약금 0원 결제,발렛,단체,무선인터넷,콜키지,대관",모임 추천 맛집
SNOQJ5PLTN83dEduN23FGw,더나인클럽,서울특별시 강남구 압구정로42길 23 1층,,"일식,해물,생선요리,스시,초밥,스시오마카세","노키즈존,대기공간,예약금 0원 결제,레터링,발렛,무선인터넷,콜키지,대관","발렌타인 맛집,화이트데이 맛집"
NE01a99KC78ZPEvK7UYxZw,타쿠미곤,서울특별시 강남구 도산대로58길 14 2층,"점심,저녁,VIP 룸,temp,temp,temp,쇼세이,쇼라쿠,점심,저녁","일식,해물,생선요리,스시,초밥,스시오마카세","예약금 0원 결제,노키즈존,무선인터넷,콜키지","방탄소년단 방문,모임 추천 맛집"
2YEMwTGBXZv0S-fOi-_tdw,스시 오오타니,"서울특별시 강남구 선릉로148길 14 베리굿빌딩 2층(청담동, 베리굿빌딩)",,"일식,해물,생선요리,스시,초밥,스시오마카세","노키즈존,레터링,발렛,자동결제,단체,무선인터넷,예약금 0원 결제,콜키지,대관","예약 성공 보장,모임 추천 맛집,첫 예약 할인,꽃 주문 서비스 ,캐치포인트 적립"
wgpAgSZb_j0xwhlJT3vlwA,스시이찌 선릉점,서울특별시 강남구 테헤란로63길 9 삼성동 롯데캐슬 클라쎄 2층 203호,,"일식,해물,생선요리,스시,초밥,스시오마카세","주차,노키즈존,자동결제,단체,무선인터넷,위스키 주문,예약금 0원 결제,콜키지,대관","위스키 페어링 맛집,가정의달 맛집,소비쿠폰 사용 가능,첫 예약 할인,포인트 혜택,국내 최저가 위스키"
jRLzOWdqQNJjfTbc5vqZNg,스시아오타,서울특별시 강남구 선릉로145길 5-12 상조빌딩 1층,,"일식,해물,생선요리,스시,초밥,스시오마카세","자동결제,예약금 0원 결제,발렛,콜키지,대관","첫 예약 할인,캐치포인트 적립"
qhOOBQffFplI7newifC7QQ,히까리 ,서울특별시 강남구 강남대로 506 광명빌딩  2층,,"일식,해물,생선요리,스시,초밥,스시오마카세,가이세키오마카세","예약금 0원 결제,발렛,콜키지,대관",
bJs1F_r5ajDgZ9jL4xUOTA,코부네,서울특별시 강남구 언주로 615 아이파크 1층 102호,,"일식,해물,생선요리,스시,초밥,스시오마카세,가이세키오마카세","노키즈존,예약금 0원 결제,주차,콜키지,대관",앵콜 리미티드
F7NTbiki-l5e9wd9FsRueA,오사 청담 OSA Cheongdam,서울특별시 강남구 선릉로152길 37 청담동 올리브빌딩 2층,,"일식,해물,생선요리,육류,고기요리,회,사시미,스시,초밥,와인,이자카야","주차,반려동물,발렛,자동결제,단체,대기공간,무선인터넷,예약금 0원 결제,콜키지,대관","모임 추천 맛집,첫 예약 할인,캐치포인트 적립,앵콜 리미티드"
JcKty2vk7_dWnFxHuI3mbQ,갓포 카린 (KARIN),서울특별시 강남구 선릉로155길 12 웬즈데이빌딩 4층,,"일식,해물,생선요리,육류,고기요리,회,사시미,스시,초밥,와인,이자카야","발렛,자동결제,단체,대기공간,무선인터넷,예약금 0원 결제,콜키지","첫 예약 할인,캐치포인트 적립"
tRfNfEO4zcoPiMW85GUqIA,스시 시미즈,서울특별시 강남구 언주로152길 11-3 지하1층,,"일식,해물,생선요리,회,사시미,스시,초밥,스시오마카세","예약금 0원 결제,발렛,단체,콜키지,대관",
euYxK_Z-DuVrEl74arXqkg,스시렌,서울특별시 강남구 선릉로146길 27-8 2층,,"일식,해물,생선요리,회,사시미,스시,초밥,스시오마카세","노키즈존,단체,무선인터넷,예약금 0원 결제,발렛,콜키지,대관",모임 추천 맛집
LSi51SUOludeoidZLOEgqw,센도수산 도곡점,서울특별시 강남구 논현로38길 22 2층,,"일식,해물,생선요리,회,사시미,이자카야,가이세키오마카세","콜키지,발렛,단체,무선인터넷",
sPq9p2kA4wSvuoqduYkqnQ,지칸 삼성1호점,서울특별시 강남구 삼성로107길 33,,"일식,해물,생선요리,회,사시미,이자카야,가이세키오마카세","주차,예약금 0원 결제,대관,노키즈존,와인주문,자동결제,단체,무선인터넷,콜키지","청하 방문,예약 성공 보장,모임 추천 맛집,첫 예약 할인,꽃 주문 서비스 ,9월 캐치위크,빗썸 행운 맛집,리미티드위크,앵콜 리미티드"
m8oiR9MqweDiDoTwQulpjQ,유다까,서울 강남구 봉은사로 312 1층,,"일식,회,사시미,스시,초밥","발렛,자동결제,예약금 0원 결제,단체,무선인터넷,대관",
k7-iJRVlnrMcoV2JiRsuFg,도란,서울특별시 강남구 영동대로 22 디에이치 자이 개포 2층,,"일식,회,사시미,스시,초밥","주차,콜키지,장애인 편의시설,자동결제,단체,대기공간,무선인터넷",첫 예약 할인
Wg_bJwsIxjNN-QDCJ9R-6Q,청담이상 블랙 압구정로데오점,서울특별시 강남구 도산대로49길 41 지하1층,,"일식,회,사시미,이자카야","노키즈존,발렛,예약금 0원 결제,콜키지,대관,단체,무선인터넷",
AATVkODoV0LALyd7LX6PqA,천공,서울특별시 강남구 언주로172길 54 2층 (신사동),,"일식,회,사시미,이자카야","반려동물,발렛,콜키지",
51D0FPSObdS9ucV6_gVGPA,사케리아잇콘,서울특별시 강남구 언주로170길 28 소망빌딩 2층,,"일식,회,사시미,이자카야","노키즈존,발렛,콜키지",
PLHANGCt_TNxoF34WRWvEw,갓포우오 신사점,서울특별시 강남구 강남대로156길 12 다복빌딩 1층,,"일식,회,사시미,이자카야","예약금 0원 결제,발렛,단체,콜키지,대관","1월 저장 TOP 30,2월 저장 TOP 30,파퀴아오 선수 방문"
_G6ODJBYM4FGZXOOcrpVpw,아카라,서울특별시 강남구 봉은사로43길 14 1층,,"일식,회,사시미,이자카야","주차,콜키지,무선인터넷",[맛있는녀석들] 
FBsttr9cYF7uWK8oSkPHhw,아리노마마,서울특별시 강남구 도곡로63길 20 수정빌딩,,"일식,회,사시미,이자카야","주차,자동결제,콜키지,단체,무선인터넷,대관",첫 예약 할인
Yia2V-bOz7hJJoC8O0cYkQ,청사포 울림,서울 강남구 언주로150길 50 1층,,장어 요리,"발렛,자동결제,단체,무선인터넷,콜키지,대관",
VFqnw1UURLF5516NmdKKkQ,풍천가 강남직영점,서울특별시 강남구 언주로93길 30 역삼빌딩 지하1층,,장어 요리,"반려동물,발렛,자동결제,단체,아기의자,대기공간,무선인터넷,웰컴키즈존,대관",예약 성공 보장
G2_7xCPGarXODqpk8O_cYg,누앙스 와인바,서울특별시 강남구 압구정로72길 7 1층,,"주점,와인","콜키지 프리,주차,레터링,반려동물,단체,무선인터넷,웰컴키즈존,콜키지,대관",
5fzxTtAmYoPyK4znSOk-TA,맥클린 McLean,서울특별시 강남구 도산대로66길 19 1층,,"주점,와인","발렛,전문 소믈리에,콜키지,대관",
Arb-k8dkuuGWY7cNvUTsrg,레 꼬빵,서울 강남구 도산대로70길 24 지하 1층,,"주점,와인","자동결제,예약금 0원 결제,발렛,단체,무선인터넷,전문 소믈리에,콜키지,대관","Taste of Seoul,첫 예약 할인"
T8YG6ReLmvHH42dysvc-eA,라운지많,서울특별시 강남구 학동로1길 11 2층,,"주점,와인,칵테일,위스키,다이닝바","주차,단체,무선인터넷,콜키지,대관",
F01fkQA5zkOeBoKVB9DQNw,칼바도스 가든,서울특별시 강남구 선릉로148길 52-8 지하1층,,"주점,와인,칵테일,위스키,다이닝바","노키즈존,반려동물,발렛,단체,대기공간,무선인터넷,전문 소믈리에,대관",
2ye-pDy6MV1wmOGi6vu_og,영동포차,서울특별시 강남구 학동로2길 51 2층,,"주점,요리주점","주차,반려동물,단체,무선인터넷,대관",
9m2wnFEA10Phwz1p_fRvxw,부엉이산장 강남점,서울특별시 강남구 테헤란로1길 28-11 1층,,"주점,요리주점","자동결제,단체,대기공간,무선인터넷",예약 성공 보장
A497B0fZMWVJQLuZQ3VtpQ,미스터 칠드런 바,서울특별시 강남구 도산대로55길 43 세정빌딩 지하1층,,"주점,칵테일,위스키","노키즈존,자동결제,단체,무선인터넷,대관",
fC8WQ6aCiYGqQZUT1rmdWg,바 오후 역삼점,서울특별시 강남구 역삼로1길 20 지하1층,,"주점,칵테일,위스키","노키즈존,반려동물,발렛,대기공간,무선인터넷,대관","리미티드위크,앵콜 리미티드"
VXLdYfMUH_O-xJrVcUhD4g,첼시스하이볼 가로수길점,서울특별시 강남구 도산대로15길 47 1층,,"주점,칵테일,위스키","발렛,예약금 0원 결제,콜키지,단체,무선인터넷,대관",산토리 하이볼명가100
1foGkdlU_6qLwY1b3CWCUA,소원(SOONE),서울특별시 강남구 언주로168길 32 4층,,"주점,칵테일,위스키","발렛,반려동물,단체,대관",위스키 페어링 맛집
7V_Jz-hcxvZyFHR-ZPFriw,바티센트,서울특별시 강남구 선릉로162길 16 1층,,"주점,칵테일,위스키","주차,발렛,발렛,자동결제,단체,무선인터넷",포인트 혜택
kRIVUhtk84mMJt04fFDetQ,소호라운지 서울,서울특별시 강남구 선릉로155길 29 지하1층,,"주점,칵테일,위스키,다이닝바","단체,무선인터넷",
MTOWukDchFk3gj9ZGsAbPA,엠엠에스,서울특별시 강남구 도산대로49길 32-1 1층,,"주점,칵테일,위스키,다이닝바",무선인터넷,
A-yBKvkqgvFABlJwKBC0TQ,사유의서재,서울특별시 강남구 강남대로98길 11 메트로 빌딩 5층,,"주점,파스타,스테이크,립,와인","콜키지 프리,자동결제,예약금 0원 결제,주차,와인주문,단체,무선인터넷,전문 소믈리에,콜키지,대관","위스키 페어링 맛집,강남 회식 맛집,포인트 혜택"
fNj1oOANm0DQKYglVE6YLQ,바코드플러스,서울특별시 강남구 논현로85길 47 2층,,"주점,파스타,스테이크,립,와인","자동결제,예약금 0원 결제,발렛,단체,무선인터넷,전문 소믈리에,콜키지,대관","콜키지 프리 이벤트,예약 성공 보장,첫 예약 할인,빗썸 행운 맛집"
FG0H5gykQIBweY77UKajIA,수지웡(suzie wong),서울특별시 강남구 도산대로49길 36 2층,,중식,"예약금 0원 결제,발렛,단체,무선인터넷,콜키지,대관",
8eoOkMTpCmoGIpj5jJGfjA,홍콩507,서울특별시 강남구 테헤란로 147 성지하이츠Ⅱ 지하110호,,중식,"주차,장애인 편의시설,반려동물,자동결제,단체,무선인터넷",
GRy72UMeQQrKEvUsNAmYkw,딩딤1968 신사가로수길 한국본점,서울특별시 강남구 강남대로160길 27 1층,,중식,"콜키지,발렛,무선인터넷",
3a4bBeoVMyLuf86oDtolAw,시추안하우스 삼성점,서울특별시 강남구 테헤란로87길 29 M TOWER  1층,,중식,"대기공간,발렛,단체,콜키지","[맛있는녀석들] ,스텔라 인증 BEST 생맥주,코카-콜라 레드리본 맛집 2024 서울편,2025 레드리본 전국의 맛집,모임 추천 맛집"
S7Qh1FxFaOQZz21XF-9R0g,동방미식,서울특별시 강남구 논현로106길 18 1층,,중식,콜키지,모임 추천 맛집
7mKHYExXNTzI6_Eq_z3Ghw,화주요정,"서울특별시 강남구 압구정로54길 4 1,2층",,중식,"주차,반려동물,단체,대관",박성웅 방문
_fGlHhW-3xdY-kQ7QGlhaA,하카 (HAKKA),서울특별시 강남구 도산대로49길 6-10 1층,,중식,"자동결제,단체,예약금 0원 결제,발렛,무선인터넷,콜키지,대관",첫 예약 할인
JpHeyIA2agJ0a5r3-0RG3w,골드피쉬 딤섬퀴진,서울특별시 강남구 압구정로48길 35  투구빌딩 2층,,중식,"단체,아기의자,대기공간,예약금 0원 결제,발렛,자동결제,무선인터넷,웰컴키즈존,콜키지,대관","코카-콜라 레드리본 맛집 2024 서울편,2025 레드리본 전국의 맛집,첫 예약 할인"
1m930fV_QpU4YRqy_aSl8w,팀호완 강남역점,"서울특별시 강남구 테헤란로1길 29 지하1층, 지상1층",,중식,"콜키지,단체,대기공간","코카-콜라 레드리본 맛집 2024 전국편,모임 추천 맛집"
7oRgAo6z8GlaKO1x4iN5Lw,로해,서울특별시 강남구 영동대로129길 20,,카페,"주차,예약금 0원 결제,대관",
0EwNMSQOnTzaHDaxUzSKAw,아도 티하우스 계영배점,서울특별시 강남구 언주로173길 16 5층,,카페,"자동결제,단체,무선인터넷,전문 소믈리에,대관",예약 성공 보장
aQFqSgf1iDAZCeibrNs9AA,트리아농 [Treeanon]  청담,서울특별시 강남구 학동로59길 43,,"카페 & 베이커리,카페","단체,무선인터넷,대관",예약 성공 보장
NSjYKMPUCAkgabKeu69U6A,스탠다드시스템,서울특별시 강남구 선릉로148길 48-5 B1,,"카페 & 베이커리,카페","발렛,자동결제,무선인터넷,예약금 0원 결제,대관",첫 예약 할인
CqvMB6dOJ2mtDMLiubmprQ,고든앤맥페일 바&플래그쉽 스토어,서울특별시 강남구 논현로175길 6 2층,,"칵테일,위스키","자동결제,예약금 0원 결제,대관",
0ClG8xSxc3M7L36HRh8oDw,그랜드머큐어 임피리얼 팰리스 더 바,서울특별시 강남구 언주로 640 임피리얼 팰리스호텔 1층,,"칵테일,위스키","주차,발렛,노키즈존,단체,무선인터넷",
_wSm07b_35yn-VBP4xcEmQ,더믹스랩,서울특별시 강남구 가로수길 19 지하1층,,"칵테일,위스키","주차,대관,단체,무선인터넷",
1nbDvxOxMjdMtwzAKPfd5Q,제스트,서울특별시 강남구 도산대로55길 26 하늘빌딩 1층,,"칵테일,위스키","예약금 0원 결제,노키즈존,발렛,단체,무선인터넷,웰컴키즈존","Taste of Seoul,위스키 페어링 맛집,Taste of Seoul,Taste of Seoul"
1HjhNz0vnC42J5H7Xf1CJw,바쿠스,서울특별시 강남구 도산대로51길 33 지하1층,,"칵테일,위스키,다이닝바","주차,주차,발렛,발렛,자동결제,단체,무선인터넷",
r_WkPsh59r4a54Cfvt97iw,비랩 강남점,서울특별시 강남구 강남대로98길 10 2층 비랩,,"칵테일,위스키,다이닝바","자동결제,단체,무선인터넷,대관",예약 성공 보장
RlqepOwf9eIMgO1ufRJVZQ,류니끄,"서울특별시 강남구 도산대로45길 8-1 1, 2층",,"코스요리,컨템포러리,파인다이닝","예약금 0원 결제,노키즈존,레터링,발렛,단체,무선인터넷,전문 소믈리에,콜키지,대관","Michelin Guide Selection,미쉐린가이드 서울 2025,위스키 페어링 맛집,발렌타인 맛집,화이트데이 맛집,가정의달 맛집,첫 예약 할인"
95K-_wJ-6j2SDhUSE1zUpw,알라프리마,"서울특별시 강남구 학동로17길 13 인본, 1층",,"코스요리,컨템포러리,파인다이닝","노키즈존,단체,예약금 0원 결제,콜키지,레터링,발렛,전문 소믈리에,대관","Taste of Seoul,2스타 미쉐린가이드 서울 2025,Michelin Guide Selection,Taste of Seoul,Asia's 50 Best,Taste of Seoul,리미티드위크,앵콜 리미티드"
ZJ_NsicgjbvR0Oe1RnPF3Q,티티그릴,서울 강남구 논현로152길 37 1층,,태국음식,"발렛,무선인터넷",
f6lLUbk-_-x16fGbb0inLw,타이 엘리펀트,서울특별시 강남구 강남대로84길 33 대우디오빌플러스 지하1층 103호,,태국음식,"주차,반려동물,단체,무선인터넷,예약금 0원 결제,대관",
B5kaeVysSNxZWTFgZYH13g,우멤버,서울특별시 강남구 선릉로100길 34 남영빌딩 지하1층,,"파인다이닝,육류,고기요리,한우오마카세,소고기구이","주차,콜키지 프리,장애인 편의시설,자동결제,예약금 0원 결제,전문 소믈리에,웰컴키즈존,발렛,단체,아기의자,무선인터넷,콜키지,대관","10월 히든플레이스 선정,11월 히든플레이스 선정,12월 히든플레이스 선정,첫 예약 할인,캐치포인트 적립"
xMIjMePGHxGSNPNe3jik7g,우시야 역삼점,서울특별시 강남구 언주로98길 12 1층,,"파인다이닝,육류,고기요리,한우오마카세,소고기구이","주차,자동결제,예약금 0원 결제,와인주문,단체,무선인터넷,콜키지,대관","소비쿠폰 사용 가능,첫 예약 할인,꽃 주문 서비스 "
3nDOU0jNEXGRpHYmbLQVCQ,스시나미키,서울특별시 강남구 학동로 338 강남파라곤 S동 1층,"DINNER,LUNCH,temp,temp,카운터 오마카세,카운터 오마카세,테이블 / 룸 스시코스,테이블 / 룸 스시코스","파인다이닝,일식,해물,생선요리,스시,초밥,스시오마카세","예약금 0원 결제,주차,무선인터넷,콜키지",
AJr1uozX8otsx-h4QlwQ5g,하네,서울특별시 강남구 언주로172길 14 1층 하네,,"파인다이닝,일식,해물,생선요리,스시,초밥,스시오마카세","발렛,노키즈존,무선인터넷,콜키지","Taste of Seoul,1스타 미쉐린가이드 서울 2025,Michelin Guide Selection,Taste of Seoul"
2gZr3nLCl9DP4LCRLswXKQ,스시오마주,서울특별시 강남구 강남대로152길 67 지하 1층,,"파인다이닝,일식,해물,생선요리,스시,초밥,스시오마카세","발렛,자동결제,예약금 0원 결제,콜키지","가정의달 맛집,리미티드위크,캐치포인트 적립,앵콜 리미티드,포인트 혜택"
jEnRpqluA719LQjVbqMjfQ,스시 결,서울특별시 강남구 선릉로 758 2층,,"파인다이닝,일식,해물,생선요리,스시,초밥,스시오마카세","노키즈존,예약금 0원 결제,주차,발렛,무선인터넷,콜키지",모임 추천 맛집
xcsJ7JLMjOKGr_qgsR2EQg,스시쇼우키,서울특별시 강남구 언주로93길 22-5 1층,,"파인다이닝,일식,해물,생선요리,스시,초밥,스시오마카세","주차,위스키 주문,예약금 0원 결제,노키즈존,자동결제,무선인터넷,콜키지,대관","위스키 페어링 맛집,첫 예약 할인,노르웨이 연어 위크,포인트 혜택,국내 최저가 위스키"
NGhS20HQUR6GBno7Yn9cdw,육구공,서울특별시 강남구 도산대로15길 16 2층,,"퓨전음식,중식","위스키 주문,단체,무선인터넷","6월 줄서는 맛집,국내 최저가 위스키"
pHnb6o2OcVv_zvSyp29aWQ,웍셔너리,서울특별시 강남구 도산대로53길 12 1층,,"퓨전음식,중식","발렛,웰컴키즈존,무선인터넷","콜키지 프리 이벤트,국내미식여행"
Zw2JbVbs6pTn5sEE1xcc1w,풍작코다리,서울특별시 강남구 광평로 246 1층,,한식,"주차,자동결제,단체,무선인터넷",
XP_z6cOiMmvyZdS11En_Gg,선화당,서울 강남구 삼성로104길 11 3층,,한식,"주차,자동결제,대기공간,무선인터넷,콜키지",
nOg73jUHO6CYtsG-xoPrrQ,휴135 다온반상,서울특별시 강남구 압구정로 165 현대백화점본점 5층,,한식,"주차,웰컴키즈존,단체","Taste of Seoul,2025 레드리본 전국의 맛집"
w5kdJ0JUQhtfnHHSwsVswA,주신당 강남역 강남점,서울특별시 강남구 강남대로96길 9  지하1층,,한식,"주차,자동결제,단체,아기의자,무선인터넷,대관,웰컴키즈존,콜키지","가정의달 맛집,6월 줄서는 맛집,강남 회식 맛집,당일 30% 할인,위스키 페어링 맛집,국내미식여행,모임 추천 맛집,첫 예약 할인,꽃 주문 서비스 ,9월 캐치위크,빗썸 행운 맛집,리미티드위크,캐치포인트 적립,앵콜 리미티드"
2wChnN-GXQS0AtjHJConXw,봉스테이크,서울특별시 강남구 강남대로96길 11 1층,,한식,"콜키지 프리,자동결제,단체,무선인터넷,콜키지",예약 성공 보장
3qCrhPpqiw4yoXO96ZfAcQ,모락정원,서울특별시 강남구 언주로94길 5 1층,,한식,"주차,콜키지 프리,장애인 편의시설,자동결제,단체,무선인터넷,예약금 0원 결제,콜키지,대관","예약 성공 보장,첫 예약 할인,리미티드위크,앵콜 리미티드,포인트 혜택"
Kbuge0vY-4vfBc89kDTnHA,청담 미미계,서울특별시 강남구 학동로77길 20,,"한식,닭 요리","주차,자동결제,단체,무선인터넷,대관",
c6qH7sOdhGlxPbwyuvaYzg,논현삼계탕 본점,서울특별시 강남구 도산대로 167 고알레 사옥,,"한식,닭 요리","발렛,자동결제",
FHLD6i6p7ZxiRLE8LnWSoQ,돼지고깃국 효 도곡본점,서울특별시 강남구 논현로26길 46-6 1층,,"한식,백반,가정식","자동결제,단체,아기의자,무선인터넷,웰컴키즈존,대관",
IhmBB2zjHXxDBirC7_7qWg,남파고택 롯데백화점 강남점,서울특별시 강남구 도곡로 401 롯데백화점 지하 1층,,"한식,백반,가정식","웰컴키즈존,주차,단체",
mQm1rR5moUrPgoaY6enoaA,옥게장,서울특별시 강남구 도산대로15길 41 지하1층 B01호,,"한식,백반,가정식","자동결제,단체,아기의자,대기공간,무선인터넷,예약금 0원 결제,웰컴키즈존",첫 예약 할인
_MCHPNyQCPYGog2qfBosKw,도산족발&칼국수,서울특별시 강남구 도산대로45길 8-8 2층,,"한식,육류,고기요리","발렛,단체,무선인터넷,콜키지,대관",
EkESYEXo7NkGnk1esX5U8g,팔식당,서울특별시 강남구 도산대로90길 7 1층,,"한식,육류,고기요리","콜키지 프리,발렛,단체,무선인터넷,콜키지","코카-콜라 레드리본 맛집 2024 전국편,코카-콜라 레드리본 맛집 2024 서울편,2025 레드리본 전국의 맛집"
lVlv9Df6pOPhT6LMYxj7oA,청기와타운 선릉점,서울특별시 강남구 테헤란로64길 24 Global Takson 빌딩 지하1층,,"한식,육류,고기요리,소고기구이","콜키지 프리,단체,콜키지",
zCp0d9gXc6npfw0iwIslRQ,뚝심한우 선릉역점,서울특별시 강남구 테헤란로 410 금강타워 지하 1층,"뚝심한우 숯불구이 MENU,구이 후 식사 MENU,LUNCH MENU,LUNCH SET MENU,SPECIAL MENU,temp,temp,temp,temp,등심 양념구이 세트,구이세트,살치살 150g,드라이에이징 150g,된장죽,된장찌개와 밥,우리쌀누룽지와 된장찌개,진메밀비빔냉면,한우라면,맑은 가리비 백합탕,진메밀비빔냉면,한우국수전골,눈꽃모듬 150g,프리미엄모듬 150g,등심 150g,등심양념구이 150g,안심 150g,안창살 150g,생갈비 / 양념갈비 200g,진메밀물냉면,로스편채,아삼육회,한우채끝 육전,매콤갈비찜과 솥밥,무청시래기 솥밥과 된장찌개,한우육회비빔밥과 솥밥,진메밀물냉면,왕만두,홍탕,왕갈비탕,한우불고기전골,한우차돌된장찌개,한우국밥,2인세트,4인 세트,3인 세트,안심세트,등심세트","한식,육류,고기요리,소고기구이","콜키지 프리,주차,단체,무선인터넷,콜키지",
mQQA1jw3VKxD9s_sLizZag,진대감 도곡점,서울특별시 강남구 남부순환로 2722 삼원빌딩 1층,,"한식,육류,고기요리,소고기구이","주차,콜키지 프리,발렛,콜키지,단체",
ppqQbcTKVSynOQal1qTXbw,우텐더,"서울특별시 강남구 압구정로42길 25-10 1층, 2층",,"한식,육류,고기요리,소고기구이","예약금 0원 결제,반려동물,발렛,단체,무선인터넷,콜키지,대관","[수요미식회] ,위스키 페어링 맛집,농심면가 60,가정의달 맛집,국내미식여행"
EdWxU0EIrD4Ea7P-_yPicQ,바른고기정육점 강남점,서울특별시 강남구 테헤란로 110 켐브리지 강남빌딩 지하1층,"바른 고기,저녁,점심,한우 셀렉션,temp,temp,temp,정육점 별미 한상,temp,토시살,한우 육회,계란찜,곱창 뚝배기,1++ 한우 생불고기 냉면 세트 180g,육즙 등심 냉면 세트 150g,1++ 한우 생불고기 180g,당면사리,육즙 등심 솥밥 세트 150g,냉면사리 (메밀면),맑은 한우 곰탕,공깃밥,한우 육회 비빔밥,한우 육회,곱창 뚝배기,안심,안심,갈비살,갈비살,명인 된장죽,칼칼한 한우 차돌 된장찌개,8시간 정성, 전남 진도 대파 육개장,치마살,치마살,든든한 한 그릇, 뚝배기 갈비탕,한우 차돌 깍두기 볶음밥,한우 차돌 깍두기 볶음밥,살치살,살치살,국산 팥 모나카 아이스크림,국산 팥 모나카 아이스크림,평양냉면,평양냉면,등심,육즙 등심,특등심,1++ 한우 생불고기 솥밥 세트 180g,세 가지 맛 등심,차돌박이,차돌박이,1++ 한우 생불고기 200g,평양비빔냉면,평양비빔냉면","한식,육류,고기요리,소고기구이","콜키지 프리,주차,와인주문,단체,무선인터넷,콜키지,대관","강남 회식 맛집,모임 추천 맛집"
OBanX7C5-YjJlB7T0qQC-g,도직한우,서울특별시 강남구 도산대로 511 2층,,"한식,육류,고기요리,소고기구이","아기의자,예약금 0원 결제,웰컴키즈존,발렛,단체,무선인터넷,콜키지,대관","박재범 방문,위스키 페어링 맛집,모임 추천 맛집"
4iBA5oAMGKZ9RlCtJ_Dz-Q,미우,서울특별시 강남구 압구정로 113-22 미성상가 지하 1층,,"한식,육류,고기요리,소고기구이","예약금 0원 결제,주차,단체,콜키지","월 빈자리 신청 2천+,코카-콜라 레드리본 맛집 2024 전국편,코카-콜라 레드리본 맛집 2024 서울편,2025 레드리본 전국의 맛집,리미티드위크,앵콜 리미티드"
EL97muwMPt1kn7PUmR9l4A,투뿔등심 강남점,서울특별시 강남구 테헤란로4길 6 강남역 센트럴 푸르지오 시티 2층,,"한식,육류,고기요리,소고기구이","주차,콜키지 프리,단체,무선인터넷,콜키지","위스키 페어링 맛집,모엣&샹동 베스트 맛집,강남 회식 맛집,모임 추천 맛집"
6EbZW42v8qAelYdO_LWVkw,우진가 더 챔버스 역삼점,서울특별시 강남구 테헤란로27길 28,,"한식,육류,고기요리,소고기구이","콜키지 프리,아기의자,예약금 0원 결제,발렛,단체,무선인터넷,전문 소믈리에,웰컴키즈존,콜키지,대관","위스키 페어링 맛집,모임 추천 맛집"
L4oaUunsiuxcWC-idlUZfw,우슴 강남논현 본점,서울특별시 강남구 강남대로122길 15 상당빌딩 1층,,"한식,육류,고기요리,전통주","주차,콜키지 프리,자동결제,대기공간,예약금 0원 결제,반려동물,단체,무선인터넷,콜키지,대관","1월 트래픽 급상승,첫 예약 할인"
EaB9-7aJWn7uw7sjlSEVdw,우목뭉티기,서울특별시 강남구 강남대로 520 영동빌딩 2층,,"한식,육류,고기요리,전통주","자동결제,콜키지 프리,단체,대기공간,무선인터넷,콜키지,대관",첫 예약 할인
Hjd9B6190IQY9wa1U29e8w,너마늘안동갈비,"서울특별시 강남구 선릉로94길 15 1층 108호, 109호, 110호, 111호, 112호",,"한식,육류,고기요리,찌개,전골,소고기구이","주차,단체,무선인터넷,콜키지",
mS6D5V1eawRR2LS36rRfbw,청담동 무등산,서울특별시 강남구 선릉로146길 3 승봉빌딩,,"한식,육류,고기요리,찌개,전골,소고기구이","콜키지 프리,발렛,단체,아기의자,대기공간,무선인터넷,웰컴키즈존,콜키지,대관",2025 레드리본 전국의 맛집
